No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Ochai Agbaji,SG,6-5,215,"April 20, 2000",us US,R,Kansas
6,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,3,Virginia Tech
20,Udoka Azubuike,C,6-10,280,"September 17, 1999",ng NG,2,Kansas
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,6,Florida State
10,Leandro Bolmaro,SF,6-6,200,"September 11, 2000",ar AR,1,
55,Jarrell Brantley,PF,6-5,250,"June 7, 1996",us US,2,College of Charleston
0,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,8,"Tulsa, Missouri"
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,15,Ohio State
11,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,6,Providence
16,Simone Fontecchio,SF,6-8,209,"December 9, 1995",it IT,R,
22,Rudy Gay,PF,6-8,250,"August 17, 1986",us US,16,UConn
0,Talen Horton-Tucker,SG,6-4,234,"November 25, 2000",us US,3,Iowa State
3,Frank Jackson,PG,6-3,205,"May 4, 1998",us US,4,Duke
15,Damian Jones,C,6-11,245,"June 30, 1995",us US,6,Vanderbilt
33,Johnny Juzang,SG,6-7,215,"March 17, 2001",us US,R,"Kentucky, UCLA"
24,Walker Kessler,C,7-0,245,"July 26, 2001",us US,R,"UNC, Auburn"
23,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi FI,5,Arizona
41,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,9,Gonzaga
25,Micah Potter,PF,6-10,248,"April 6, 1998",us US,1,"Ohio State, Wisconsin"
19,Luka Šamanić,PF,6-10,227,"January 9, 2000",hr HR,2,
2,Collin Sexton,PG,6-3,190,"January 4, 1999",us US,4,Alabama
95,Juan Toscano-Anderson,SF,6-6,209,"April 10, 1993",us US,3,Marquette
8,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,4,Kentucky
