No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Deni Avdija,SF,6-9,210,"January 3, 2001",il IL,2,
5,Will Barton,SG,6-5,181,"January 6, 1991",us US,10,Memphis
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,10,Florida
4,Jamaree Bouyea,PG,6-2,180,"June 27, 1999",us US,R,San Francisco
13,Vernon Carey Jr.,C,6-9,270,"February 25, 2001",us US,2,Duke
12,Xavier Cooks,PF,6-8,183,"August 19, 1995",au AU,R,Winthrop University
1,Johnny Davis,SG,6-5,196,"February 27, 2002",us US,R,Wisconsin
15,Devon Dotson,PG,6-2,185,"August 2, 1999",us US,2,Kansas
21,Daniel Gafford,C,6-10,234,"October 1, 1998",us US,3,Arkansas
67,Taj Gibson,C,6-9,232,"June 24, 1985",us US,13,USC
16,Anthony Gill,PF,6-7,230,"October 17, 1992",us US,2,"South Carolina, Virginia"
7,Jordan Goodwin,PG,6-3,200,"October 23, 1998",us US,1,Saint Louis
8,Rui Hachimura,PF,6-8,230,"February 8, 1998",jp JP,3,Gonzaga
34,Jay Huff,C,7-1,240,"August 25, 1998",us US,1,Virginia
29,Quenton Jackson,PG,6-5,175,"September 15, 1998",us US,R,Texas A&M
24,Corey Kispert,SF,6-7,220,"March 3, 1999",us US,1,Gonzaga
33,Kyle Kuzma,PF,6-9,221,"July 24, 1995",us US,5,Utah
22,Monte Morris,PG,6-2,183,"June 27, 1995",us US,5,Iowa State
20,Kendrick Nunn,SG,6-2,190,"August 3, 1995",us US,2,"Illinois, Oakland"
6,Kristaps Porziņģis,C,7-2,240,"August 2, 1995",lv LV,6,
20,Jordan Schakel,SF,6-6,200,"June 13, 1998",us US,1,San Diego State
14,Isaiah Todd,PF,6-10,220,"October 17, 2001",us US,1,
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,7,Utah
