No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",us US,1,South Carolina
21,Wilson Chandler,SF,6-8,235,"May 10, 1987",us US,R,DePaul
25,Mardy Collins,SG,6-6,220,"August 4, 1984",us US,1,Temple
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,7,Michigan
34,Eddy Curry,C,7-0,295,"December 5, 1982",us US,6,
13,Jerome James,C,7-0,300,"November 17, 1975",us US,7,Florida A&M
20,Jared Jeffries,SF,6-11,230,"November 25, 1981",us US,5,Indiana
2,Fred Jones,SG,6-4,210,"March 11, 1979",us US,5,Oregon
42,David Lee,PF,6-9,245,"April 29, 1983",us US,2,Florida
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,11,Georgia Tech
5,Randolph Morris,C,6-10,266,"January 2, 1986",us US,1,Kentucky
50,Zach Randolph,C,6-9,250,"July 16, 1981",us US,6,Michigan State
23,Quentin Richardson,SF,6-6,223,"April 13, 1980",us US,7,DePaul
4,Nate Robinson,PG,5-9,180,"May 31, 1984",us US,2,Washington
31,Malik Rose,PF,6-7,250,"November 23, 1974",us US,11,Drexel
