No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
44,Andre Brown,PF,6-9,245,"May 12, 1981",us US,1,DePaul
54,Kwame Brown,C,6-11,270,"March 10, 1982",us US,6,
35,Brian Cardinal,PF,6-8,245,"May 2, 1977",us US,7,Purdue
34,Jason Collins,C,7-0,255,"December 2, 1978",us US,6,Stanford
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,R,Ohio State
3,Javaris Crittenton,SG,6-5,200,"December 31, 1987",us US,R,Georgia Tech
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,6,
22,Rudy Gay,SF,6-8,250,"August 17, 1986",us US,1,UConn
23,Casey Jacobsen,SG,6-6,215,"March 19, 1981",us US,3,Stanford
6,Bobby Jones,SF,6-7,215,"January 9, 1984",us US,1,Washington
7,Tarence Kinsey,SG,6-6,185,"March 21, 1984",us US,1,South Carolina
1,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,1,Villanova
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,4,
33,Mike Miller,SG,6-8,218,"February 19, 1980",us US,7,Florida
2,Juan Carlos Navarro,SG,6-3,170,"June 13, 1980",es ES,R,
3,Jeremy Richardson,SF,6-6,185,"March 1, 1984",us US,1,Delta State University
20,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us US,12,Arizona
4,Stromile Swift,PF,6-9,225,"November 21, 1979",us US,7,LSU
21,Hakim Warrick,PF,6-9,219,"July 8, 1982",us US,2,Syracuse
