No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",us US,11,California
10,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,9,Arizona
8,Quincy Douby,PG,6-3,175,"May 16, 1984",us US,1,Rutgers University
32,Francisco García,SF,6-7,195,"December 31, 1981",do DO,2,Louisville
5,Orien Greene,SG,6-4,208,"February 4, 1982",us US,2,"Florida, Louisiana"
31,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,R,Washington
5,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,10,College of Charleston
7,Dahntay Jones,SG,6-6,225,"December 27, 1980",us US,4,"Rutgers University, Duke"
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,3,Western Carolina University
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,9,Purdue
33,Mikki Moore,PF,6-11,225,"November 4, 1975",us US,9,Nebraska
15,John Salmons,SG,6-7,210,"December 12, 1979",us US,5,Miami (FL)
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,8,New Mexico
19,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,3,
13,Darryl Watkins,C,6-11,258,"November 8, 1984",us US,R,Syracuse
30,Justin Williams,C,6-10,225,"May 12, 1984",us US,1,Wyoming
22,Shelden Williams,PF,6-9,250,"October 21, 1983",us US,1,Duke
93,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,8,St. John's
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,11,Memphis
