No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
41,Lance Allred,C,6-11,250,"February 2, 1981",us US,R,"Utah, Weber State"
33,Devin Brown,SG,6-5,220,"December 30, 1978",us US,5,Texas-San Antonio
6,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,1,Michigan State
45,Kaniel Dickens,PF,6-8,215,"July 21, 1978",us US,2,"Tyler Junior College, Idaho"
1,Daniel Gibson,PG,6-2,190,"February 27, 1986",us US,1,Texas
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,5,Kansas
32,Larry Hughes,PG,6-5,184,"January 23, 1979",us US,9,Saint Louis
11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt LT,9,
23,LeBron James,SF,6-9,250,"December 30, 1984",us US,4,
19,Damon Jones,SG,6-3,185,"August 25, 1976",us US,9,Houston
27,Dwayne Jones,PF,6-11,250,"June 9, 1983",us US,2,Saint Joseph's
24,Donyell Marshall,PF,6-9,218,"May 18, 1973",us US,13,UConn
14,Ira Newble,SG,6-7,220,"January 20, 1975",us US,7,Miami University
35,Demetris Nichols,SF,6-8,216,"September 4, 1984",us US,R,Syracuse
3,Sasha Pavlović,SG,6-8,220,"November 15, 1983",me ME,4,
15,Cedric Simmons,PF,6-9,235,"January 3, 1986",us US,1,NC State
32,Joe Smith,PF,6-10,225,"July 26, 1975",us US,12,Maryland
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,12,Michigan State
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,8,Miami University
12,Billy Thomas,SF,6-4,208,"December 23, 1975",us US,2,Kansas
17,Anderson Varejão,C,6-11,273,"September 28, 1982",br BR,3,
4,Ben Wallace,PF,6-9,240,"September 10, 1974",us US,11,Virginia Union University
13,Delonte West,PG,6-4,180,"July 26, 1983",us US,3,Saint Joseph's
