No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,9,Arizona
1,Josh Childress,SF,6-8,210,"June 20, 1983",us US,3,Stanford
15,Al Horford,C,6-9,240,"June 3, 1986",do DO,R,Florida
8,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,10,College of Charleston
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,6,Arkansas
44,Solomon Jones,PF,6-10,230,"July 16, 1984",us US,1,South Florida
4,Acie Law,PG,6-3,195,"January 25, 1985",us US,R,Texas A&M
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,9,Nebraska
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,4,
32,Jeremy Richardson,SF,6-6,185,"March 1, 1984",us US,1,Delta State University
5,Josh Smith,PF,6-9,225,"December 5, 1985",us US,3,
20,Salim Stoudamire,PG,6-1,179,"October 11, 1982",us US,2,Arizona
6,Mario West,SG,6-5,210,"June 19, 1984",us US,R,Georgia Tech
24,Marvin Williams,SF,6-8,237,"June 19, 1986",us US,2,UNC
33,Shelden Williams,PF,6-9,250,"October 21, 1983",us US,1,Duke
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,11,Memphis
