No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Andre Barrett,PG,5-10,172,"February 21, 1982",us US,3,Seton Hall
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,8,Duke
19,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,14,Florida State
40,Paul Davis,PF,6-11,270,"July 21, 1984",us US,1,Michigan State
1,Guillermo Díaz,SG,6-2,192,"March 4, 1985",pr PR,R,Miami (FL)
10,Dan Dickau,PG,6-0,190,"September 16, 1978",us US,5,"Washington, Gonzaga"
20,Nick Fazekas,PF,6-11,235,"June 17, 1985",us US,R,Nevada
24,Richie Frahm,SG,6-5,210,"August 14, 1977",us US,3,Gonzaga
35,Chris Kaman,C,7-0,265,"April 28, 1982",us US,4,Central Michigan University
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,10,Stanford
50,Corey Maggette,SF,6-6,218,"November 12, 1979",us US,8,Duke
5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",us US,9,Rhode Island
1,Smush Parker,PG,6-4,190,"June 1, 1981",us US,4,Fordham
23,Ruben Patterson,SF,6-5,224,"July 31, 1975",us US,9,Cincinnati
21,Josh Powell,C,6-9,225,"January 25, 1983",us US,2,NC State
13,Quinton Ross,SG,6-6,195,"April 30, 1981",us US,3,SMU
2,Tim Thomas,PF,6-10,230,"February 26, 1977",us US,10,Villanova
12,Al Thornton,PF,6-8,220,"December 7, 1983",us US,R,Florida State
34,Aaron Williams,C,6-9,220,"October 2, 1971",us US,13,Xavier
3,Marcus Williams,PF,6-7,205,"November 18, 1986",us US,R,Arizona
