No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,1,UNLV
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,8,Penn State
25,Rodney Carney,SF,6-7,205,"April 15, 1984",us US,1,Memphis
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,5,Seton Hall
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,5,Iowa
11,Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,5,
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,4,Detroit Mercy
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,3,Arizona
26,Kyle Korver,PF,6-7,212,"March 17, 1981",us US,4,Creighton
7,Andre Miller,PG,6-3,200,"March 19, 1976",us US,8,Utah
12,Kevin Ollie,SG,6-4,195,"December 27, 1972",us US,10,UConn
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,2,Duke
14,Jason Smith,PF,7-0,240,"March 2, 1986",us US,R,Colorado State
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,2,
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,R,Georgia Tech
