No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Blake Ahearn,PG,6-2,190,"May 27, 1984",us US,R,Missouri State
50,Joel Anthony,PF,6-9,245,"August 9, 1982",ca CA,R,UNLV
5,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,4,UNLV
30,Earl Barron,C,7-0,250,"August 14, 1981",us US,2,Memphis
15,Mark Blount,C,7-0,230,"November 30, 1975",us US,7,Pitt
14,Daequan Cook,SG,6-5,205,"April 28, 1987",us US,R,Ohio State
31,Ricky Davis,SF,6-6,195,"September 23, 1979",us US,9,Iowa
7,Anfernee Hardaway,SF,6-7,195,"July 18, 1971",us US,13,Memphis
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,4,Florida
6,Luke Jackson,SF,6-7,215,"November 6, 1981",us US,3,Oregon
13,Alexander Johnson,PF,6-9,240,"February 8, 1983",us US,1,Florida State
21,Bobby Jones,SF,6-7,215,"January 9, 1984",us US,1,Washington
45,Stéphane Lasme,PF,6-8,215,"December 17, 1982",ga GA,R,UMass
7,Shawn Marion,PF,6-7,220,"May 7, 1978",us US,8,"Vincennes University, UNLV"
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,14,Georgetown
32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,15,LSU
21,Smush Parker,PG,6-4,190,"June 1, 1981",us US,4,Fordham
12,Kasib Powell,SF,6-7,215,"March 18, 1981",us US,R,Texas Tech
11,Chris Quinn,PG,6-2,185,"September 27, 1983",us US,1,Notre Dame
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,4,Marquette
55,Jason Williams,PG,6-1,190,"November 18, 1975",us US,9,"Marshall, Florida"
1,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,3,
