No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,6,Arizona
32,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,2,
3,Caron Butler,SF,6-7,228,"March 13, 1980",us US,5,UConn
6,Antonio Daniels,PG,6-4,195,"March 19, 1975",us US,10,Bowling Green
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,6,UNC
4,Antawn Jamison,PF,6-9,223,"June 12, 1976",us US,9,UNC
8,Roger Mason,PG,6-5,200,"September 10, 1980",us US,3,Virginia
5,Dominic McGuire,SG,6-9,220,"October 20, 1985",us US,R,"California, Fresno State"
14,Oleksiy Pecherov,C,7-0,232,"December 8, 1985",ua UA,R,
9,Darius Songaila,C,6-9,248,"February 14, 1978",lt LT,4,Wake Forest
2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,7,
29,Mike Wilks,PG,5-10,185,"May 7, 1979",us US,5,Rice University
1,Nick Young,SG,6-7,210,"June 1, 1985",us US,R,USC
