No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
28,Arron Afflalo,SG,6-5,210,"October 15, 1985",us US,R,UCLA
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,10,Colorado
7,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,6,
8,Juan Dixon,PG,6-3,164,"October 9, 1978",us US,5,Maryland
12,Ronald Dupree,SF,6-7,209,"January 26, 1981",us US,4,LSU
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,8,UConn
9,Jarvis Hayes,SF,6-7,220,"August 9, 1981",us US,4,"Western Carolina University, Georgia"
5,Walter Herrmann,PF,6-9,225,"June 26, 1979",ar AR,1,
10,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us US,14,"Alcorn State, Jackson State University"
25,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,2,
54,Jason Maxiell,C,6-7,260,"February 18, 1983",us US,2,Cincinnati
24,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,11,Alabama
13,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,9,Kentucky
6,Ronald Murray,PG,6-4,190,"July 29, 1979",us US,5,"Meridian Community College, Shaw"
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,5,Kentucky
42,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,12,Wyoming
35,Cheikh Samb,C,7-1,245,"October 22, 1984",sn SN,R,
3,Rodney Stuckey,PG,6-5,210,"April 21, 1986",us US,R,Eastern Washington
36,Rasheed Wallace,C,6-11,225,"September 17, 1974",us US,12,UNC
