No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",us US,1,Texas
2,Steve Blake,PG,6-3,172,"February 26, 1980",us US,4,Maryland
44,Channing Frye,C,7-0,255,"May 17, 1983",us US,2,Arizona
0,Taurean Green,PG,6-0,177,"November 28, 1986",us US,R,Florida
1,Jarrett Jack,SG,6-3,200,"October 28, 1983",us US,2,Georgia Tech
33,James Jones,SF,6-8,218,"October 4, 1980",us US,4,Miami (FL)
9,Raef LaFrentz,C,6-11,240,"May 29, 1976",us US,9,Kansas
4,Josh McRoberts,PF,6-10,240,"February 28, 1987",us US,R,Duke
25,Travis Outlaw,PF,6-9,210,"September 18, 1984",us US,4,
10,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,7,Minnesota
11,Sergio Rodríguez,PG,6-3,176,"June 12, 1986",es ES,1,
7,Brandon Roy,SG,6-6,215,"July 23, 1984",us US,1,Washington
24,Von Wafer,SG,6-5,210,"July 21, 1985",us US,2,Florida State
8,Martell Webster,SF,6-7,230,"December 4, 1986",us US,2,
