No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
42,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,3,Michigan State
6,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,2,Utah
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,5,UCLA
12,Royal Ivey,PG,6-3,200,"December 20, 1981",us US,3,Texas
9,Yi Jianlian,PF,7-0,240,"October 27, 1987",cn CN,R,
24,Desmond Mason,SF,6-7,224,"October 11, 1977",us US,7,Oklahoma State
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,7,Ohio State
51,Michael Ruffin,C,6-9,246,"January 21, 1977",us US,7,Tulsa
7,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,R,Nevada
21,Bobby Simmons,SF,6-7,210,"June 2, 1980",us US,5,DePaul
20,Awvee Storey,SG,6-6,222,"April 18, 1977",us US,2,"Illinois, Arizona State"
31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",us US,2,UConn
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,7,UConn
25,Mo Williams,PG,6-1,198,"December 19, 1982",us US,4,Alabama
