No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Morris Almond,SG,6-6,225,"February 2, 1985",us US,R,Rice University
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,5,Duke
9,Ronnie Brewer,SG,6-7,220,"March 20, 1985",us US,1,Arkansas
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,6,Stanford
44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",ua UA,R,
10,Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,5,
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,9,Georgia Tech
3,Jason Hart,PG,6-3,185,"April 29, 1978",us US,6,Syracuse
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,6,
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,4,Creighton
34,C.J. Miles,SG,6-6,220,"March 18, 1987",us US,2,
24,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,1,Louisiana Tech
13,Mehmet Okur,C,6-11,249,"May 26, 1979",tr TR,5,
17,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,2,"Nicholls State, Utah Valley"
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,2,Illinois
