No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,3,UCLA
30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,6,Florida International University
40,James Augustine,PF,6-10,235,"February 27, 1984",us US,1,Illinois
10,Keith Bogans,SG,6-5,215,"May 12, 1980",us US,4,Kentucky
34,Brian Cook,PF,6-9,234,"December 4, 1980",us US,4,Illinois
5,Keyon Dooling,PG,6-3,196,"May 8, 1980",us US,7,Missouri
1,Maurice Evans,SG,6-5,220,"November 8, 1978",us US,4,"Wichita State, Texas"
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,10,Colgate
8,Pat Garrity,PF,6-9,238,"August 23, 1976",us US,9,Notre Dame
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,R,
12,Dwight Howard,C,6-10,265,"December 8, 1985",us US,3,
9,Rashard Lewis,PF,6-10,215,"August 8, 1979",us US,9,
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,3,Saint Joseph's
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,14,"South Plains College, Houston"
7,JJ Redick,SG,6-3,200,"June 24, 1984",us US,1,Duke
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,7,
