No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,8,Fresno State
31,Shane Battier,SF,6-8,220,"September 9, 1978",us US,6,Duke
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,R,Oregon
3,Steve Francis,PG,6-3,195,"February 21, 1977",us US,8,Maryland
25,Gerald Green,SF,6-6,205,"January 26, 1986",us US,2,
19,Mike Harris,PF,6-6,240,"June 15, 1983",us US,R,Rice University
44,Chuck Hayes,PF,6-6,240,"June 11, 1983",us US,2,Kentucky
2,Luther Head,SG,6-3,185,"November 26, 1982",us US,2,Illinois
8,Bobby Jackson,PG,6-1,185,"March 13, 1973",us US,10,Minnesota
7,Mike James,PG,6-2,188,"June 23, 1975",us US,6,Duquesne
0,Bobby Jones,SF,6-7,215,"January 9, 1984",us US,1,Washington
14,Carl Landry,PF,6-9,248,"September 19, 1983",us US,R,"Vincennes University, Purdue"
1,Tracy McGrady,SG,6-8,210,"May 24, 1979",us US,10,
11,Yao Ming,C,7-6,310,"September 12, 1980",cn CN,5,
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,16,Georgetown
20,Steve Novak,SF,6-10,225,"June 13, 1983",us US,1,Marquette
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,R,
13,Kirk Snyder,PF,6-6,225,"June 5, 1983",us US,3,Nevada
6,Bonzi Wells,SG,6-5,210,"September 28, 1976",us US,9,Ball State University
30,Justin Williams,C,6-10,225,"May 12, 1984",us US,1,Wyoming
33,Loren Woods,C,7-1,245,"June 21, 1978",us US,5,"Wake Forest, Arizona"
