No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,1,Michigan State
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,3,Duke
21,Chris Duhon,PG,6-1,185,"August 31, 1982",us US,3,Duke
31,Thomas Gardner,SG,6-5,225,"February 8, 1985",us US,R,Missouri
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,5,Kansas
7,Ben Gordon,SG,6-3,200,"April 4, 1983",gb GB,3,UConn
34,Aaron Gray,C,7-0,270,"December 7, 1984",us US,R,Pitt
44,Adrian Griffin,SG,6-5,217,"July 4, 1974",us US,8,Seton Hall
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,4,Kansas
32,Larry Hughes,SG,6-5,184,"January 23, 1979",us US,9,Saint Louis
38,Viktor Khryapa,PF,6-9,210,"August 3, 1982",ua UA,3,
35,Demetris Nichols,SF,6-8,216,"September 4, 1984",us US,R,Syracuse
13,Joakim Noah,C,6-11,230,"February 25, 1985",us US,R,Florida
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,3,
2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,1,
15,Cedric Simmons,PF,6-9,235,"January 3, 1986",us US,1,NC State
32,Joe Smith,PF,6-10,225,"July 26, 1975",us US,12,Maryland
24,Tyrus Thomas,PF,6-9,215,"August 17, 1986",us US,1,LSU
3,Ben Wallace,C,6-9,240,"September 10, 1974",us US,11,Virginia Union University
