No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,2,Virginia
0,Jerryd Bayless,SG,6-3,200,"August 20, 1988",us US,9,Arizona
18,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,10,
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,7,Clemson
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,4,Tennessee State
27,Larry Drew II,PG,6-2,180,"March 5, 1990",us US,1,"UNC, UCLA"
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,1,Kansas
20,Markelle Fultz,SG,6-4,209,"May 29, 1998",us US,R,Washington
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,2,Bowling Green
23,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,9,
11,Demetrius Jackson,PG,6-1,201,"September 7, 1994",us US,1,Notre Dame
5,Amir Johnson,C,6-9,240,"May 1, 1987",us US,12,
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,R,
7,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,1,
14,James Michael McAdoo,PF,6-9,230,"January 4, 1993",us US,3,UNC
12,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,2,"Duquesne, Arizona"
8,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,2,Duke
0,Jacob Pullen,PG,6-1,200,"November 10, 1989",us US,R,Kansas State
17,JJ Redick,SG,6-3,200,"June 24, 1984",us US,11,Duke
9,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,1,
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,R,LSU
11,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,3,Michigan
8,James Young,SG,6-6,215,"August 16, 1995",us US,3,Kentucky
