No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Álex Abrines,SG,6-6,200,"August 1, 1993",es ES,1,
12,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,4,Pitt
7,Carmelo Anthony,PF,6-7,238,"May 29, 1984",us US,14,Syracuse
3,Corey Brewer,SG,6-9,186,"March 5, 1986",us US,10,Florida
4,Nick Collison,PF,6-10,255,"October 26, 1980",us US,13,Kansas
35,PJ Dozier,PG,6-6,205,"October 25, 1996",us US,R,South Carolina
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,12,UNC
23,Terrance Ferguson,SG,6-6,190,"May 17, 1998",us US,R,
13,Paul George,SF,6-8,220,"May 2, 1990",us US,7,Fresno State
9,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,3,Syracuse
25,Daniel Hamilton,SG,6-7,195,"August 8, 1995",us US,R,UConn
34,Josh Huestis,PF,6-7,230,"December 19, 1991",us US,2,Stanford
44,Dakari Johnson,C,7-0,255,"September 22, 1995",us US,R,Kentucky
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,7,Kentucky
21,Andre Roberson,SG,6-7,210,"December 4, 1991",us US,4,Colorado
15,Kyle Singler,SF,6-8,228,"May 4, 1988",us US,5,Duke
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,9,UCLA
