No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",us US,R,Villanova
3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr TR,7,
9,Antonio Blakeney,SG,6-4,192,"October 4, 1996",us US,R,LSU
32,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,1,Providence
31,Jarell Eddie,SF,6-7,218,"October 30, 1991",us US,2,Virginia Tech
3,Kay Felder,PG,5-9,176,"March 29, 1995",us US,1,Oakland
6,Cristiano Felício,C,6-11,270,"July 7, 1992",br BR,2,
2,Jerian Grant,PG,6-4,205,"October 9, 1992",us US,2,Notre Dame
7,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,4,Washington
0,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,3,Cincinnati
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,3,UCLA
42,Robin Lopez,C,7-1,281,"April 1, 1988",us US,9,Stanford
24,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi FI,R,Arizona
44,Nikola Mirotić,PF,6-10,250,"February 11, 1991",me ME,3,
11,David Nwaba,SG,6-5,219,"January 14, 1993",us US,1,Cal Poly
22,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,2,Murray State
20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",us US,5,Washington
5,Bobby Portis,PF,6-10,250,"February 10, 1995",us US,2,Arkansas
45,Denzel Valentine,SG,6-4,220,"November 16, 1993",us US,1,Michigan State
30,Noah Vonleh,PF,6-10,257,"August 24, 1995",us US,3,Indiana
16,Paul Zipser,SF,6-8,215,"February 18, 1994",de DE,1,
