No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Dillon Brooks,SF,6-6,225,"January 22, 1996",ca CA,R,Oregon
8,MarShon Brooks,SG,6-5,200,"January 26, 1989",us US,3,Providence
6,Mario Chalmers,PG,6-2,190,"May 19, 1986",us US,8,Kansas
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,10,Ohio State
21,Deyonta Davis,C,6-11,237,"December 2, 1996",us US,1,Michigan State
8,James Ennis III,SF,6-6,215,"July 1, 1990",us US,3,Cal State Long Beach
12,Tyreke Evans,PG,6-6,220,"September 19, 1989",us US,8,Memphis
33,Marc Gasol,C,6-11,255,"January 29, 1985",es ES,9,
0,JaMychal Green,PF,6-8,227,"June 21, 1990",us US,3,Alabama
5,Andrew Harrison,PG,6-6,213,"October 28, 1994",us US,1,Kentucky
4,Myke Henry,SF,6-6,210,"December 23, 1992",us US,R,DePaul
32,Vince Hunter,PF,6-8,208,"August 5, 1994",us US,R,Texas-El Paso
14,Brice Johnson,PF,6-10,230,"June 27, 1994",us US,1,UNC
14,Omari Johnson,PF,6-9,220,"November 26, 1989",jm JM,R,Oregon State
1,Jarell Martin,PF,6-10,239,"May 24, 1994",us US,2,LSU
23,Ben McLemore,SG,6-3,195,"February 11, 1993",us US,4,Kansas
25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us US,6,Florida
10,Ivan Rabb,PF,6-10,220,"February 4, 1997",us US,R,California
22,Xavier Rathan-Mayes,SG,6-4,208,"April 29, 1994",ca CA,R,Florida State
7,Wayne Selden,SG,6-5,230,"September 30, 1994",us US,1,Kansas
2,Kobi Simmons,PG,6-5,166,"July 4, 1997",us US,R,Arizona
20,Marquis Teague,PG,6-2,189,"February 28, 1993",us US,2,Kentucky
3,Briante Weber,PG,6-2,165,"December 29, 1992",us US,2,VCU
34,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,9,UNC
