No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,5,Baylor
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,R,Texas
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,7,Clemson
9,DeMarre Carroll,PF,6-6,215,"July 27, 1986",us US,8,"Vanderbilt, Missouri"
33,Allen Crabbe,SG,6-5,212,"April 9, 1992",us US,4,California
44,Dante Cunningham,SF,6-8,230,"April 22, 1987",us US,8,Villanova
8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,3,Colorado
14,Milton Doyle,SG,6-4,185,"October 31, 1993",us US,R,Loyola Chicago
12,Joe Harris,SG,6-6,220,"September 6, 1991",us US,3,Virginia
24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",us US,2,Arizona
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,3,Cincinnati
22,Caris LeVert,SF,6-6,205,"August 25, 1994",us US,1,Michigan
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,7,Harvard University
20,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,7,
4,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,2,Duke
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,2,Ohio State
2,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,3,Michigan
17,Rashad Vaughn,SG,6-6,202,"August 16, 1996",us US,2,UNLV
0,James Webb III,SF,6-9,202,"August 19, 1993",us US,R,Boise State
15,Isaiah Whitehead,PG,6-4,213,"March 8, 1995",us US,1,Seton Hall
21,Jacob Wiley,PF,6-7,215,"September 4, 1994",us US,R,Eastern Washington
44,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,5,UNC
