No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Tony Bradley,C,6-10,248,"January 8, 1998",us US,R,UNC
10,Alec Burks,SG,6-6,214,"July 20, 1991",us US,6,Colorado
99,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,5,Marquette
11,Dante Exum,PG,6-5,214,"July 13, 1995",au AU,2,
15,Derrick Favors,C,6-9,265,"July 15, 1991",us US,7,Georgia Tech
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,4,
5,Rodney Hood,SG,6-8,208,"October 20, 1992",us US,3,"Mississippi State, Duke"
2,Joe Ingles,SF,6-9,220,"October 2, 1987",au AU,3,
8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se SE,7,
6,Joe Johnson,SF,6-7,240,"June 29, 1981",us US,16,Arkansas
21,Erik McCree,SF,6-7,219,"December 20, 1993",us US,R,Louisiana Tech
45,Donovan Mitchell,SG,6-3,215,"September 7, 1996",us US,R,Louisville
30,Naz Mitrou-Long,SG,6-3,218,"August 3, 1993",ca CA,R,Iowa State
25,Raul Neto,PG,6-1,180,"May 19, 1992",br BR,2,
31,Georges Niang,PF,6-7,230,"June 17, 1993",us US,1,Iowa State
23,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,R,"Denver, Baylor"
3,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,6,
22,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",ch CH,11,
5,David Stockton,PG,5-11,165,"June 24, 1991",us US,1,Gonzaga
33,Ekpe Udoh,C,6-10,245,"May 20, 1987",us US,5,"Michigan, Baylor"
16,Nate Wolters,PG,6-4,190,"May 15, 1991",us US,2,South Dakota State
