No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Dragan Bender,PF,7-0,225,"November 17, 1997",ba BA,1,
2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,7,Kentucky
1,Devin Booker,SG,6-6,206,"October 30, 1996",us US,2,Kentucky
2,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us US,4,Murray State
4,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,16,
0,Marquese Chriss,PF,6-9,240,"July 2, 1997",us US,1,Washington
30,Troy Daniels,SG,6-4,200,"July 15, 1991",us US,4,VCU
3,Jared Dudley,PF,6-6,237,"July 10, 1985",us US,10,Boston College
14,Josh Gray,PG,6-0,180,"September 9, 1993",us US,R,LSU
10,Shaquille Harrison,PG,6-4,190,"October 6, 1993",us US,R,Tulsa
23,Danuel House Jr.,SG,6-6,220,"June 7, 1993",us US,1,Texas A&M
20,Josh Jackson,SF,6-8,207,"February 10, 1997",us US,R,Kansas
55,Mike James,PG,6-1,189,"August 18, 1990",us US,R,Lamar
10,Derrick Jones Jr.,SF,6-5,210,"February 15, 1997",us US,1,UNLV
21,Alex Len,C,7-0,250,"June 16, 1993",ua UA,4,Maryland
14,Greg Monroe,C,6-11,265,"June 4, 1990",us US,7,Georgetown
2,Elfrid Payton,PG,6-3,195,"February 22, 1994",us US,3,Louisiana
25,Alec Peters,PF,6-9,232,"April 13, 1995",us US,R,Valparaiso
32,Davon Reed,SG,6-5,208,"June 11, 1995",us US,R,Miami (FL)
8,Tyler Ulis,PG,5-10,160,"January 5, 1996",us US,1,Kentucky
12,T.J. Warren,SF,6-8,220,"September 5, 1993",us US,3,NC State
15,Alan Williams,PF,6-8,265,"January 28, 1993",us US,2,UC Santa Barbara
