No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
45,Kadeem Allen,PG,6-1,200,"January 15, 1993",us US,R,Arizona
46,Aron Baynes,C,6-10,260,"December 9, 1986",nz NZ,5,Washington State
26,Jabari Bird,SG,6-6,198,"July 3, 1994",us US,R,California
7,Jaylen Brown,SG,6-6,223,"October 24, 1996",us US,1,California
9,Jarell Eddie,SF,6-7,218,"October 30, 1991",us US,2,Virginia Tech
60,Jonathan Gibson,PG,6-2,185,"November 8, 1987",us US,1,New Mexico State
20,Gordon Hayward,SF,6-7,225,"March 23, 1990",us US,7,Butler
42,Al Horford,C,6-9,240,"June 3, 1986",do DO,10,Florida
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,6,Duke
8,Shane Larkin,PG,5-11,175,"October 2, 1992",us US,3,Miami (FL)
55,Greg Monroe,C,6-11,265,"June 4, 1990",us US,7,Georgetown
13,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,6,Kansas
28,Abdel Nader,SF,6-5,225,"September 25, 1993",eg EG,R,"Northern Illinois, Iowa State"
37,Semi Ojeleye,PF,6-6,240,"December 5, 1994",us US,R,"Duke, SMU"
12,Terry Rozier,PG,6-1,190,"March 17, 1994",us US,2,Louisville
9,Xavier Silas,SG,6-5,205,"January 22, 1988",us US,1,"Colorado, Northern Illinois"
36,Marcus Smart,SG,6-3,220,"March 6, 1994",us US,3,Oklahoma State
0,Jayson Tatum,SF,6-8,210,"March 3, 1998",us US,R,Duke
27,Daniel Theis,C,6-8,245,"April 4, 1992",de DE,R,
30,Guerschon Yabusele,PF,6-8,260,"December 17, 1995",fr FR,R,
