No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Luke Babbitt,SF,6-9,225,"June 20, 1989",us US,7,Nevada
24,Kent Bazemore,SG,6-4,195,"July 1, 1989",us US,5,Old Dominion
3,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,10,
95,DeAndre' Bembry,SF,6-5,210,"July 4, 1994",us US,1,Saint Joseph's
16,Nicolás Brussino,SF,6-7,195,"March 2, 1993",ar AR,1,
34,Tyler Cavanaugh,PF,6-9,238,"February 9, 1994",us US,R,George Washington
0,Antonius Cleveland,SG,6-5,195,"February 2, 1994",us US,R,SE Missouri State
20,John Collins,PF,6-9,235,"September 23, 1997",us US,R,Wake Forest
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,4,USC
5,Malcolm Delaney,PG,6-3,190,"March 11, 1989",us US,1,Virginia Tech
2,Tyler Dorsey,SG,6-5,183,"February 18, 1996",us US,R,Oregon
6,Jeremy Evans,SF,6-9,200,"October 24, 1987",us US,6,Western Kentucky
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,9,
8,Damion Lee,SG,6-5,210,"October 21, 1992",us US,R,"Drexel, Louisville"
11,Josh Magette,PG,6-1,160,"November 28, 1989",us US,R,Alabama-Huntsville
3,Jaylen Morris,SG,6-5,185,"September 19, 1995",us US,R,Molloy
31,Mike Muscala,C,6-10,240,"July 1, 1991",us US,4,Bucknell
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,5,Duke
12,Taurean Prince,SF,6-6,218,"March 22, 1994",us US,1,Baylor
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,4,
22,Isaiah Taylor,PG,6-3,170,"July 11, 1994",us US,1,Texas
4,Andrew White,SF,6-7,210,"June 16, 1993",us US,R,"Nebraska, Syracuse"
