No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Ike Anigbogu,C,6-10,250,"October 17, 1998",us US,R,UCLA
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,3,
20,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,7,Clemson
2,Darren Collison,PG,6-0,175,"August 23, 1987",us US,8,UCLA
25,Al Jefferson,C,6-10,289,"January 4, 1985",us US,13,
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,6,Texas
22,T.J. Leaf,PF,6-10,222,"April 30, 1997",il IL,R,UCLA
10,Trey McKinney-Jones,SG,6-5,214,"August 27, 1990",us US,R,"Missouri-Kansas City, Miami (FL)"
26,Ben Moore,PF,6-8,220,"May 13, 1995",us US,R,SMU
4,Victor Oladipo,SG,6-3,213,"May 4, 1992",us US,4,Indiana
0,Alex Poythress,PF,6-9,235,"September 6, 1993",us US,1,Kentucky
40,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,3,Michigan
11,Domantas Sabonis,C,6-10,240,"May 3, 1996",us US,1,Gonzaga
1,Lance Stephenson,SG,6-6,230,"September 5, 1990",us US,7,Cincinnati
5,Edmond Sumner,PG,6-4,196,"December 31, 1995",us US,R,Xavier
33,Myles Turner,C,6-11,250,"March 24, 1996",us US,2,Texas
12,Damien Wilkins,SF,6-6,225,"January 11, 1980",us US,9,"NC State, Georgia"
3,Joe Young,PG,6-2,180,"June 27, 1992",us US,2,"Houston, Oregon"
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,10,Georgia Tech
