No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",us US,7,Wake Forest
2,Wade Baldwin,PG,6-4,200,"March 29, 1996",us US,1,Vanderbilt
33,Zach Collins,C,6-11,250,"November 19, 1997",us US,R,Gonzaga
5,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,2,Notre Dame
17,Ed Davis,C,6-9,218,"June 5, 1989",us US,7,UNC
4,Maurice Harkless,SF,6-7,220,"May 11, 1993",us US,5,St. John's
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,1,Maryland
11,Meyers Leonard,C,7-0,260,"February 27, 1992",us US,5,Illinois
0,Damian Lillard,PG,6-2,195,"July 15, 1990",us US,5,Weber State
3,CJ McCollum,SG,6-3,190,"September 19, 1991",us US,4,Lehigh
6,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,3,UConn
27,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,3,
19,Georgios Papagiannis,C,7-1,240,"July 3, 1997",gr GR,1,
50,Caleb Swanigan,PF,6-9,260,"April 18, 1997",us US,R,Purdue
1,Evan Turner,SF,6-6,220,"October 27, 1988",us US,7,Ohio State
21,Noah Vonleh,PF,6-10,257,"August 24, 1995",us US,3,Indiana
