No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr GR,4,
6,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,7,Kentucky
24,Joel Bolomboy,PF,6-9,235,"January 28, 1994",ua UA,1,Weber State
13,Malcolm Brogdon,PG,6-4,229,"December 11, 1992",us US,1,Virginia
23,Sterling Brown,SG,6-5,219,"February 10, 1995",us US,R,SMU
8,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au AU,4,Saint Mary's
31,John Henson,C,6-9,219,"December 28, 1990",us US,5,UNC
11,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,8,
9,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,3,Cincinnati
25,DeAndre Liggins,SG,6-6,209,"March 31, 1988",us US,4,Kentucky
7,Thon Maker,C,7-0,221,"February 25, 1997",ss SS,1,
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,5,Texas A&M
15,Greg Monroe,C,6-11,265,"June 4, 1990",us US,7,Georgetown
15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",us US,4,UCLA
0,Xavier Munford,SG,6-2,180,"June 1, 1992",us US,1,Rhode Island
12,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,3,Duke
0,Gary Payton II,PG,6-2,190,"December 1, 1992",us US,1,Oregon State
40,Marshall Plumlee,C,7-0,250,"July 14, 1992",us US,1,Duke
21,Tony Snell,SG,6-6,213,"November 10, 1991",us US,4,New Mexico
35,Mirza Teletović,PF,6-9,242,"September 18, 1985",ba BA,5,
3,Jason Terry,SG,6-2,185,"September 15, 1977",us US,18,Arizona
20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",us US,2,UNLV
5,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,R,Michigan
44,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,5,UNC
