No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
81,José Calderón,PG,6-3,200,"September 28, 1981",es ES,12,
8,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,3,"Tulsa, Missouri"
99,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,5,Marquette
8,Channing Frye,C,7-0,255,"May 17, 1983",us US,11,Arizona
32,Jeff Green,PF,6-8,235,"August 28, 1986",us US,9,Georgetown
3,George Hill,PG,6-4,188,"May 4, 1986",us US,9,IUPUI
10,John Holland,SF,6-5,205,"November 6, 1988",us US,1,Boston University
1,Rodney Hood,SG,6-8,208,"October 20, 1992",us US,3,"Mississippi State, Duke"
23,LeBron James,PF,6-9,250,"December 30, 1984",us US,14,
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,14,Creighton
0,Kevin Love,C,6-8,251,"September 7, 1988",us US,9,UCLA
"22, 24",Larry Nance Jr.,C,6-8,245,"January 1, 1993",us US,2,Wyoming
16,Cedi Osman,SF,6-7,230,"April 8, 1995",mk MK,R,
21,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,13,
15,London Perrantes,PG,6-2,200,"October 3, 1994",us US,R,Virginia
1,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,8,Memphis
4,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,6,Georgia Tech
5,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,13,
3,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,6,Washington
13,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,6,Texas
9,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,14,Marquette
41,Ante Žižić,C,6-10,266,"January 4, 1997",hr HR,R,
