No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,7,Texas
25,Reggie Bullock,SF,6-6,205,"March 16, 1991",us US,4,UNC
20,Dwight Buycks,PG,6-3,190,"March 6, 1989",us US,2,Marquette
0,Andre Drummond,C,6-11,279,"August 10, 1993",us US,5,UConn
8,Henry Ellenson,PF,6-10,240,"January 13, 1997",us US,1,Marquette
33,James Ennis III,SF,6-6,215,"July 1, 1990",us US,3,Cal State Long Beach
22,Kay Felder,PG,5-9,176,"March 29, 1995",us US,1,Oakland
9,Langston Galloway,SG,6-1,200,"December 9, 1991",us US,3,Saint Joseph's
23,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,7,Oklahoma
34,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,6,Tennessee
38,Reggie Hearn,SG,6-5,210,"August 14, 1991",us US,R,Northwestern
1,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,6,Boston College
7,Stanley Johnson,SF,6-6,242,"May 29, 1996",us US,2,Arizona
5,Luke Kennard,SG,6-5,206,"June 24, 1996",us US,R,Duke
30,Jon Leuer,PF,6-10,228,"May 14, 1989",us US,6,Wisconsin
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,2,
44,Luis Montero,SG,6-7,185,"April 6, 1993",do DO,1,Westchester CC
24,Eric Moreland,PF,6-10,238,"December 24, 1991",us US,2,Oregon State
41,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,13,Saint Joseph's
33,Willie Reed,C,6-10,220,"May 16, 1990",us US,2,Saint Louis
14,Ish Smith,PG,6-0,175,"July 5, 1988",us US,7,Wake Forest
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,9,Creighton
