No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Jordan Bell,C,6-8,216,"January 7, 1995",us US,R,Oregon
25,Chris Boucher,PF,6-9,200,"January 11, 1993",lc LC,R,Oregon
18,Omri Casspi,SF,6-9,225,"June 22, 1988",il IL,8,
4,Quinn Cook,PG,6-1,180,"March 23, 1993",us US,1,Duke
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,8,Davidson
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,10,Texas
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,5,Michigan State
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,13,Arizona
15,Damian Jones,C,6-11,245,"June 30, 1995",us US,1,Vanderbilt
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,12,
5,Kevon Looney,C,6-9,222,"February 6, 1996",us US,2,UCLA
0,Patrick McCaw,SG,6-7,181,"October 25, 1995",us US,1,UNLV
1,JaVale McGee,C,7-0,270,"January 19, 1988",us US,9,Nevada
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,14,
11,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,6,Washington State
3,David West,C,6-9,250,"August 29, 1980",us US,14,Xavier
6,Nick Young,SG,6-7,210,"June 1, 1985",us US,10,USC
