No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Lonzo Ball,PG,6-6,190,"October 27, 1997",us US,R,UCLA
17,Vander Blue,SG,6-4,200,"July 17, 1992",us US,2,Marquette
66,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,12,Utah
3,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,10,Florida
31,Thomas Bryant,C,6-10,248,"July 31, 1997",us US,R,Indiana
1,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,4,Georgia
4,Alex Caruso,PG,6-5,186,"February 28, 1994",us US,R,Texas A&M
6,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,3,"Tulsa, Missouri"
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,13,Duke
10,Tyler Ennis,PG,6-3,194,"August 24, 1994",ca CA,3,Syracuse
12,Channing Frye,C,7-0,255,"May 17, 1983",us US,11,Arizona
5,Josh Hart,SG,6-4,215,"March 6, 1995",us US,R,Villanova
15,Nigel Hayes,SF,6-8,254,"December 16, 1994",us US,R,Wisconsin
20,Andre Ingram,SG,6-3,190,"November 19, 1985",us US,R,American University
14,Brandon Ingram,SF,6-8,190,"September 2, 1997",us US,1,Duke
0,Kyle Kuzma,PF,6-9,221,"July 24, 1995",us US,R,Utah
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,9,Stanford
7,Larry Nance Jr.,C,6-8,245,"January 1, 1993",us US,2,Wyoming
23,Gary Payton II,PG,6-2,190,"December 1, 1992",us US,1,Oregon State
30,Julius Randle,C,6-8,250,"November 29, 1994",us US,3,Kentucky
"3, 7",Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,6,Washington
21,Travis Wear,SF,6-10,230,"September 21, 1990",us US,1,"UNC, UCLA"
6,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,6,Arizona
40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba BA,1,
