No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Tony Allen,SF,6-4,213,"January 11, 1982",us US,13,"Butler County Community College, Oklahoma State"
3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr TR,7,
2,Ian Clark,SG,6-3,175,"March 7, 1991",us US,4,Belmont
4,Charles Cooke,SG,6-5,196,"July 1, 1994",us US,R,Dayton
0,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,7,Kentucky
27,Jordan Crawford,SG,6-4,195,"October 23, 1988",us US,5,"Indiana, Xavier"
33,Dante Cunningham,SF,6-8,230,"April 22, 1987",us US,8,Villanova
23,Anthony Davis,PF,6-10,253,"March 11, 1993",us US,5,Kentucky
13,Cheick Diallo,PF,6-8,219,"September 13, 1996",ml ML,1,Kansas
1,Larry Drew II,PG,6-2,180,"March 5, 1990",us US,1,"UNC, UCLA"
44,Solomon Hill,SF,6-6,226,"March 18, 1991",us US,4,Arizona
11,Jrue Holiday,SG,6-4,205,"June 12, 1990",us US,8,UCLA
5,Mike James,PG,6-1,189,"August 18, 1990",us US,R,Lamar
12,Jalen Jones,SF,6-7,220,"May 27, 1993",us US,R,Texas A&M
25,Walt Lemon Jr.,PG,6-3,180,"July 26, 1992",us US,R,Bradley
34,DeAndre Liggins,SG,6-6,209,"March 31, 1988",us US,4,Kentucky
21,Darius Miller,SF,6-6,225,"March 21, 1990",us US,3,Kentucky
3,Nikola Mirotić,PF,6-10,250,"February 11, 1991",me ME,3,
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,6,Purdue
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,13,Saint Joseph's
50,Emeka Okafor,C,6-10,252,"September 28, 1982",us US,9,UConn
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,11,Kentucky
5,Josh Smith,PF,6-9,225,"December 5, 1985",us US,12,
