No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,11,Northeastern University
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,5,UNC
8,Gian Clavell,SG,6-4,185,"November 26, 1993",pr PR,R,Colorado State
44,Antonius Cleveland,SG,6-5,195,"February 2, 1994",us US,R,SE Missouri State
8,Kyle Collinsworth,SF,6-6,210,"October 3, 1991",us US,R,BYU
11,Yogi Ferrell,SG,6-0,178,"May 9, 1993",us US,1,Indiana
10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",us US,1,Florida
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,13,Wisconsin
9,Aaron Harrison,SG,6-6,210,"October 28, 1994",us US,2,Kentucky
32,Scotty Hopson,SG,6-7,204,"August 8, 1989",us US,1,Tennessee
21,Jalen Jones,SF,6-7,220,"May 27, 1993",us US,R,Texas A&M
42,Maxi Kleber,PF,6-10,240,"January 29, 1992",de DE,R,
23,Wesley Matthews,SF,6-5,220,"October 14, 1986",us US,8,Marquette
20,Doug McDermott,SF,6-6,225,"January 3, 1992",us US,3,Creighton
13,Josh McRoberts,PF,6-10,240,"February 28, 1987",us US,10,Duke
50,Salah Mejri,C,7-2,235,"June 15, 1986",tn TN,2,
6,Johnathan Motley,PF,6-8,230,"May 4, 1995",us US,R,Baylor
3,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,3,Kentucky
41,Dirk Nowitzki,C,7-0,245,"June 19, 1978",de DE,19,
7,Dwight Powell,C,6-10,240,"July 20, 1991",ca CA,3,Stanford
1,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,R,NC State
32,Jameel Warney,PF,6-8,260,"January 31, 1994",us US,R,Stony Brook University
17,Jeff Withey,C,7-0,231,"March 7, 1990",us US,4,Kansas
