No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Darrell Arthur,PF,6-9,235,"March 25, 1988",us US,8,Kansas
5,Will Barton,SG,6-5,181,"January 6, 1991",us US,5,Memphis
25,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,1,Florida State
21,Wilson Chandler,SF,6-8,235,"May 10, 1987",us US,9,DePaul
3,Torrey Craig,SF,6-7,221,"December 19, 1990",us US,R,USC Upstate
35,Kenneth Faried,PF,6-8,220,"November 19, 1989",us US,6,Morehead State University
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,13,Wisconsin
14,Gary Harris,SG,6-4,210,"September 14, 1994",us US,3,Michigan State
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,1,
22,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,16,Arizona
15,Nikola Jokić,C,6-11,284,"February 19, 1995",rs RS,2,
20,Tyler Lydon,PF,6-10,225,"April 9, 1996",us US,R,Syracuse
7,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,2,Kentucky
4,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,11,Louisiana Tech
11,Monte Morris,PG,6-2,183,"June 27, 1995",us US,R,Iowa State
0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",cd CD,2,
27,Jamal Murray,PG,6-4,215,"February 23, 1997",ca CA,1,Kentucky
24,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,4,Duke
