No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,OG Anunoby,SF,6-7,232,"July 17, 1997",gb GB,R,Indiana
4,Lorenzo Brown,PG,6-5,189,"August 26, 1990",us US,3,NC State
5,Bruno Caboclo,SF,6-9,218,"September 21, 1995",br BR,3,
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,8,USC
2,Nigel Hayes,SF,6-8,254,"December 16, 1994",us US,R,Wisconsin
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,8,
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,11,Villanova
34,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",us US,R,Green Bay
0,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,12,
13,Malcolm Miller,SF,6-7,210,"March 6, 1993",us US,R,Holy Cross
92,Lucas Nogueira,C,7-0,241,"July 26, 1992",br BR,3,
42,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,1,Utah
24,Norman Powell,SG,6-3,215,"May 25, 1993",us US,2,UCLA
22,Malachi Richardson,SG,6-6,205,"January 5, 1996",us US,1,Syracuse
43,Pascal Siakam,PF,6-8,230,"April 2, 1994",cm CM,1,New Mexico State
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,5,
23,Fred VanVleet,PG,6-0,197,"February 25, 1994",us US,1,Wichita State
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,2,Utah
