No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Bam Adebayo,C,6-9,255,"July 18, 1997",us US,R,Kentucky
22,Luke Babbitt,SF,6-9,225,"June 20, 1989",us US,7,Nevada
7,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,9,
2,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,8,UNC
40,Udonis Haslem,C,6-8,235,"June 9, 1980",us US,14,Florida
16,James Johnson,PF,6-7,240,"February 20, 1987",us US,8,Wake Forest
8,Tyler Johnson,PG,6-3,186,"May 7, 1992",us US,3,Fresno State
5,Derrick Jones Jr.,SF,6-5,210,"February 15, 1997",us US,1,UNLV
17,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,1,Kansas State
25,Jordan Mickey,PF,6-8,235,"July 9, 1994",us US,2,LSU
9,Kelly Olynyk,PF,6-11,240,"April 19, 1991",ca CA,4,Gonzaga
0,Josh Richardson,SF,6-5,200,"September 15, 1993",us US,2,Tennessee
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,14,Marquette
11,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,5,Syracuse
14,Derrick Walton,PG,6-0,189,"April 3, 1995",us US,R,Michigan
15,Okaro White,PF,6-8,205,"August 13, 1992",us US,1,Florida State
21,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,5,Marshall
12,Matt Williams,SG,6-5,210,"October 14, 1993",us US,R,Central Florida
20,Justise Winslow,PF,6-6,222,"March 26, 1996",us US,2,Duke
