No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,R,
22,Bruno Caboclo,SF,6-9,218,"September 21, 1995",br BR,3,
15,Vince Carter,SF,6-6,220,"January 26, 1977",us US,19,UNC
0,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",us US,2,Kentucky
45,Jack Cooley,PF,6-9,260,"April 12, 1991",us US,1,Notre Dame
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,R,Kentucky
40,Nigel Hayes,SF,6-8,254,"December 16, 1994",us US,R,Wisconsin
24,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,1,Oklahoma
3,George Hill,PG,6-4,188,"May 4, 1986",us US,9,IUPUI
25,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,R,UNC
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,9,Ohio State
7,Skal Labissière,PF,6-10,235,"March 18, 1996",ht HT,1,Kentucky
10,Frank Mason III,PG,5-11,190,"April 3, 1994",us US,R,Kansas
13,Georgios Papagiannis,C,7-1,240,"July 3, 1997",gr GR,1,
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,16,Michigan State
23,Malachi Richardson,SG,6-6,205,"January 5, 1996",us US,1,Syracuse
29,JaKarr Sampson,SF,6-7,214,"March 20, 1993",us US,2,St. John's
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,7,LSU
