No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,9,California
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,13,UCLA
28,Tarik Black,C,6-9,250,"November 22, 1991",us US,3,"Memphis, Kansas"
6,Bobby Brown,PG,6-2,175,"September 24, 1984",us US,3,Cal State Fullerton
26,Markel Brown,SG,6-3,190,"January 29, 1992",us US,2,Oklahoma State
7,Isaiah Canaan,SG,6-0,201,"May 21, 1991",us US,4,Murray State
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,3,
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,9,Indiana
14,Gerald Green,SG,6-6,205,"January 26, 1986",us US,10,
13,James Harden,SG,6-5,220,"August 26, 1989",us US,8,Arizona State
42,Nenê,C,6-11,250,"September 13, 1982",br BR,15,
2,R.J. Hunter,SG,6-5,185,"October 24, 1993",us US,2,Georgia State University
5,Aaron Jackson,PG,6-4,185,"May 6, 1986",us US,R,Duquesne
2,Demetrius Jackson,PG,6-1,201,"September 7, 1994",us US,1,Notre Dame
7,Joe Johnson,SF,6-7,240,"June 29, 1981",us US,16,Arkansas
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,9,UCLA
21,Chinanu Onuaku,C,6-10,245,"November 1, 1996",us US,1,Louisville
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,12,Wake Forest
9,Zhou Qi,C,7-1,210,"January 16, 1996",cn CN,R,
55,Tim Quarterman,SG,6-6,195,"October 27, 1994",us US,1,LSU
4,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,6,Texas
0,Briante Weber,PG,6-2,165,"December 29, 1992",us US,2,VCU
5,Troy Williams,SF,6-7,218,"December 30, 1994",us US,1,Indiana
32,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,9,UNC
