No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,7,Kansas
8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,2,
30,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,9,Oregon
3,Anthony Brown,SF,6-7,210,"October 10, 1992",us US,2,Stanford
23,Jimmy Butler,SG,6-7,230,"September 14, 1989",us US,6,Marquette
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,17,Michigan
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,4,Louisville
13,Marcus Georges-Hunt,SG,6-5,216,"March 28, 1994",us US,1,Georgia Tech
67,Taj Gibson,PF,6-9,232,"June 24, 1985",us US,8,USC
1,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,2,Duke
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",us US,4,UCLA
24,Justin Patton,C,6-11,241,"June 14, 1997",us US,R,Creighton
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,8,Memphis
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,8,Wake Forest
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,2,Kentucky
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,3,Kansas
