No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,5,Florida
8,Tim Frazier,PG,6-0,170,"November 1, 1990",us US,3,Penn State
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,10,
4,Ty Lawson,PG,5-11,195,"November 3, 1987",us US,8,UNC
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,9,
1,Chris McCullough,PF,6-11,200,"February 5, 1995",us US,2,Syracuse
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,8,Kentucky
5,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,6,Kansas
12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,2,Kansas
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,4,Georgetown
7,Devin Robinson,SF,6-8,200,"March 7, 1995",us US,R,Florida
31,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",cz CZ,1,
30,Mike Scott,PF,6-7,237,"July 16, 1988",us US,5,Virginia
9,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,10,Nevada
14,Jason Smith,C,7-0,240,"March 2, 1986",us US,9,Colorado State
2,John Wall,PG,6-3,210,"September 6, 1990",us US,7,Kentucky
