No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
50,Joel Anthony,C,6-9,245,"August 9, 1982",ca CA,7,UNLV
14,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,6,Texas
31,Caron Butler,SF,6-7,228,"March 13, 1980",us US,12,UConn
5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,1,Georgia
13,Gigi Datome,SF,6-8,215,"November 27, 1987",it IT,1,
8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,R,Colorado
0,Andre Drummond,C,6-11,279,"August 10, 1993",us US,2,UConn
1,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,3,Boston College
7,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,5,
33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se SE,4,
9,John Lucas III,PG,5-11,166,"November 21, 1982",us US,6,"Baylor, Oklahoma State"
35,Cartier Martin,SF,6-7,220,"November 20, 1984",us US,6,Kansas State
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,5,Kentucky
20,Quincy Miller,PF,6-9,210,"November 18, 1992",us US,2,Baylor
10,Greg Monroe,PF,6-11,265,"June 4, 1990",us US,4,Georgetown
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,12,Kentucky
25,Kyle Singler,SF,6-8,228,"May 4, 1988",us US,2,Duke
6,Josh Smith,PF,6-9,225,"December 5, 1985",us US,10,
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,6,Creighton
3,Shawne Williams,SF,6-9,225,"February 16, 1986",us US,6,Memphis
