No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,Chris Andersen,C,6-10,245,"July 7, 1978",us US,12,Blinn College
30,Michael Beasley,PF,6-9,235,"January 9, 1989",us US,6,Kansas State
1,Chris Bosh,C,6-11,235,"March 24, 1984",us US,11,Georgia Tech
26,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,8,Michigan State
15,Mario Chalmers,PG,6-2,190,"May 19, 1986",us US,6,Kansas
30,Norris Cole,PG,6-2,175,"October 13, 1988",us US,3,Cleveland State University
24,Andre Dawkins,SG,6-5,215,"September 19, 1991",us US,R,Duke
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,10,Duke
7,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,6,
12,Zoran Dragić,SG,6-5,200,"June 22, 1989",si SI,R,
32,James Ennis III,SF,6-6,215,"July 1, 1990",us US,R,Cal State Long Beach
22,Danny Granger,SF,6-9,222,"April 20, 1983",us US,9,"Bradley, New Mexico"
7,Justin Hamilton,C,7-0,260,"April 1, 1990",us US,1,"Iowa State, LSU"
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,11,Florida
8,Tyler Johnson,SG,6-3,186,"May 7, 1992",us US,R,Fresno State
4,Josh McRoberts,PF,6-10,240,"February 28, 1987",us US,7,Duke
13,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,R,UConn
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,11,Marquette
5,Henry Walker,SF,6-6,220,"October 9, 1987",us US,4,Kansas State
21,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,2,Marshall
43,Shawne Williams,SF,6-9,225,"February 16, 1986",us US,6,Memphis
