No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Jerrelle Benimon,PF,6-8,245,"August 1, 1991",us US,R,"Georgetown, Towson University"
33,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,4,Clemson
3,Trey Burke,PG,6-0,185,"November 12, 1992",us US,1,Michigan
10,Alec Burks,SG,6-6,214,"July 20, 1991",us US,3,Colorado
19,Patrick Christopher,SG,6-5,209,"June 3, 1988",us US,R,California
21,Ian Clark,SG,6-3,175,"March 7, 1991",us US,1,Belmont
45,Jack Cooley,C,6-9,260,"April 12, 1991",us US,R,Notre Dame
8,Bryce Cotton,PG,6-1,165,"August 11, 1992",us US,R,Providence
40,Jeremy Evans,SF,6-9,200,"October 24, 1987",us US,4,Western Kentucky
11,Dante Exum,PG,6-5,214,"July 13, 1995",au AU,R,
15,Derrick Favors,PF,6-9,265,"July 15, 1991",us US,4,Georgia Tech
0,Enes Freedom,C,6-10,250,"May 20, 1992",ch CH,3,Kentucky
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,1,
20,Gordon Hayward,SF,6-7,225,"March 23, 1990",us US,4,Butler
5,Rodney Hood,SG,6-8,208,"October 20, 1992",us US,R,"Mississippi State, Duke"
2,Joe Ingles,SF,6-9,220,"October 2, 1987",au AU,R,
17,Grant Jerrett,PF,6-10,235,"July 8, 1993",us US,R,Arizona
23,Chris Johnson,SF,6-6,206,"April 29, 1990",us US,2,Dayton
13,Elijah Millsap,SG,6-6,225,"August 12, 1987",us US,R,"Louisiana, UAB"
23,Toure' Murry,PG,6-5,195,"November 8, 1989",us US,1,Wichita State
16,Steve Novak,SF,6-10,225,"June 13, 1983",us US,8,Marquette
25,Elliot Williams,SG,6-5,190,"June 20, 1989",us US,2,"Duke, Memphis"
