No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,2,Baylor
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,4,Kansas
21,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,8,UNLV
7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,11,Syracuse
77,Andrea Bargnani,C,7-0,245,"October 26, 1985",it IT,8,
3,José Calderón,PG,6-3,200,"September 28, 1981",es ES,9,
11,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,12,Seton Hall
17,Cleanthony Early,SF,6-8,210,"April 17, 1991",us US,R,Wichita State
2,Langston Galloway,PG,6-1,200,"December 9, 1991",us US,R,Saint Joseph's
5,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",us US,1,Michigan
0,Shane Larkin,PG,5-11,175,"October 2, 1992",us US,1,Miami (FL)
11,Ricky Ledo,SG,6-7,195,"September 10, 1992",us US,1,
9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",ar AR,2,
21,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,3,Georgia Tech
1,Alexey Shved,SG,6-6,190,"December 16, 1988",ru RU,2,
8,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,10,
14,Jason Smith,C,7-0,240,"March 2, 1986",us US,6,Colorado State
1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,12,
42,Lance Thomas,PF,6-8,240,"April 24, 1988",us US,3,Duke
6,Travis Wear,SF,6-10,230,"September 21, 1990",us US,R,"UNC, UCLA"
