No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,1,Pitt
14,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,6,Texas
4,Nick Collison,PF,6-10,255,"October 26, 1980",us US,10,Kansas
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,7,Texas
34,Enes Freedom,C,6-10,250,"May 20, 1992",ch CH,3,Kentucky
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,5,
15,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,3,Boston College
7,Grant Jerrett,PF,6-10,235,"July 8, 1993",us US,R,Arizona
3,Perry Jones,SF,6-11,235,"September 24, 1991",us US,2,Baylor
11,Jeremy Lamb,SG,6-5,180,"May 30, 1992",us US,2,UConn
33,Mitch McGary,PF,6-10,255,"June 6, 1992",us US,R,Michigan
2,Anthony Morrow,SG,6-5,210,"September 27, 1985",us US,6,Georgia Tech
6,Steve Novak,PF,6-10,225,"June 13, 1983",us US,8,Marquette
5,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,11,
21,Andre Roberson,SG,6-7,210,"December 4, 1991",us US,1,Colorado
5,Kyle Singler,SF,6-8,228,"May 4, 1988",us US,2,Duke
8,Ish Smith,PG,6-0,175,"July 5, 1988",us US,4,Wake Forest
31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,9,
42,Lance Thomas,SF,6-8,240,"April 24, 1988",us US,3,Duke
23,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,2,Syracuse
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,6,UCLA
