No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Alan Anderson,SG,6-6,220,"October 16, 1982",us US,5,Michigan State
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,R,
22,Markel Brown,SG,6-3,190,"January 29, 1992",us US,R,Oklahoma State
55,Earl Clark,PF,6-10,225,"January 17, 1988",us US,5,Louisville
20,Brandon Davies,PF,6-10,240,"July 25, 1991",us US,1,BYU
2,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,19,
13,Jorge Gutiérrez,PG,6-3,191,"December 27, 1988",mx MX,1,California
0,Jarrett Jack,PG,6-3,200,"October 28, 1983",us US,9,Georgia Tech
21,Cory Jefferson,PF,6-9,218,"December 26, 1990",us US,R,Baylor
7,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,13,Arkansas
9,Jerome Jordan,C,7-0,253,"September 29, 1986",jm JM,1,Tulsa
10,Sergey Karasev,SG,6-7,208,"October 26, 1993",ru RU,1,
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,12,
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,6,Stanford
14,Darius Morris,PG,6-4,190,"January 3, 1991",us US,3,Michigan
1,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,1,Duke
33,Mirza Teletović,PF,6-9,242,"September 18, 1985",ba BA,2,
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,9,Illinois
30,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,7,Georgia Tech
