No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
89,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,8,UNLV
5,Will Cherry,PG,6-0,185,"February 8, 1991",us US,R,Montana
8,Matthew Dellavedova,SG,6-3,200,"September 8, 1990",au AU,1,Saint Mary's
12,Joe Harris,SG,6-6,220,"September 6, 1991",us US,R,Virginia
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,12,UNC
2,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,3,Duke
23,LeBron James,SF,6-9,250,"December 30, 1984",us US,11,
1,James Jones,SF,6-8,218,"October 4, 1980",us US,11,Miami (FL)
53,Alex Kirk,C,7-0,245,"November 14, 1991",us US,R,New Mexico
0,Kevin Love,PF,6-8,251,"September 7, 1988",us US,6,UCLA
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,15,"Vincennes University, UNLV"
18,Mike Miller,SF,6-8,218,"February 19, 1980",us US,14,Florida
20,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,4,
3,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,11,
21,A.J. Price,PG,6-2,181,"October 7, 1986",us US,5,UConn
4,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,3,Georgia Tech
5,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,10,
13,Tristan Thompson,PF,6-9,254,"March 13, 1991",ca CA,3,Texas
17,Anderson Varejão,C,6-11,273,"September 28, 1982",br BR,10,
3,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,2,Syracuse
