No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",us US,4,Wake Forest
5,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,8,Northeastern University
6,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,13,
9,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,2,Marquette
11,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,9,
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,9,UNC
20,Devin Harris,PG,6-3,185,"February 27, 1983",us US,10,Wisconsin
55,Bernard James,C,6-10,240,"February 7, 1985",us US,2,Florida State
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,13,Arizona
1,Ricky Ledo,SG,6-7,195,"September 10, 1992",us US,1,
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,10,Saint Joseph's
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,16,
25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us US,3,Florida
8,Dwight Powell,PF,6-10,240,"July 20, 1991",ca CA,R,Stanford
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,8,Kentucky
4,Greg Smith,PF,6-10,250,"January 8, 1991",us US,3,Fresno State
1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,12,
3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",us US,9,UConn
34,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,6,UNC
