No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,2,Florida
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",us US,5,Pitt
8,Rasual Butler,SF,6-7,215,"May 23, 1979",us US,11,La Salle
1,Will Bynum,SG,6-0,185,"January 4, 1983",us US,7,"Arizona, Georgia Tech"
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,12,Kansas
4,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,7,
42,Nenê,PF,6-11,250,"September 13, 1982",br BR,12,
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,10,Minnesota
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,15,Utah
1,Toure' Murry,SG,6-5,195,"November 8, 1989",us US,1,Wichita State
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,16,Kansas
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,1,Georgetown
14,Glen Rice Jr.,SG,6-6,206,"January 1, 1991",us US,1,Georgia Tech
13,Kevin Séraphin,C,6-9,285,"December 7, 1989",gf GF,4,
7,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,7,Nevada
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,4,LSU
2,John Wall,PG,6-3,210,"September 6, 1990",us US,4,Kentucky
9,Martell Webster,SF,6-7,230,"December 4, 1986",us US,9,
