No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Bruno Caboclo,SF,6-9,218,"September 21, 1995",br BR,R,
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,5,USC
2,Landry Fields,SF,6-7,210,"June 27, 1988",us US,4,Stanford
50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",us US,5,UNC
44,Chuck Hayes,C,6-6,240,"June 11, 1983",us US,9,Kentucky
15,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,9,
3,James Johnson,PF,6-7,240,"February 20, 1987",us US,5,Wake Forest
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,8,Villanova
92,Lucas Nogueira,C,7-0,241,"July 26, 1992",br BR,R,
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,4,Kentucky
31,Terrence Ross,SF,6-6,206,"February 5, 1991",us US,2,Washington
34,Greg Stiemsma,C,6-11,260,"September 26, 1985",us US,3,Wisconsin
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,2,
21,Greivis Vásquez,PG,6-6,217,"January 16, 1987",ve VE,4,Maryland
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,9,
