No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
32,Sim Bhullar,C,7-5,360,"December 2, 1992",ca CA,R,New Mexico State
18,Omri Casspi,SF,6-9,225,"June 22, 1988",il IL,5,
7,Darren Collison,PG,6-0,175,"August 23, 1987",us US,5,UCLA
15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,4,Kentucky
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,12,Iowa
8,Rudy Gay,SF,6-8,250,"August 17, 1986",us US,8,UConn
5,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,8,UCLA
24,Carl Landry,PF,6-9,248,"September 19, 1983",us US,7,"Vincennes University, Purdue"
3,Ray McCallum,PG,6-3,190,"June 12, 1991",us US,1,Detroit Mercy
23,Ben McLemore,SG,6-3,195,"February 11, 1993",us US,1,Kansas
22,Andre Miller,PG,6-3,200,"March 19, 1976",us US,15,Utah
20,Quincy Miller,PF,6-9,210,"November 18, 1992",us US,2,Baylor
25,Eric Moreland,PF,6-10,238,"December 24, 1991",us US,R,Oregon State
9,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,7,Nevada
10,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,R,Michigan
9,David Stockton,PG,5-11,165,"June 24, 1991",us US,R,Gonzaga
34,Jason Thompson,PF,6-11,250,"July 21, 1986",us US,6,Rider University
31,David Wear,PF,6-10,230,"September 21, 1990",us US,R,"UNC, UCLA"
13,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,3,Arizona
