No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br BR,11,
40,Harrison Barnes,SF,6-8,225,"May 30, 1992",us US,2,UNC
12,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,9,Utah
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,5,Davidson
31,Festus Ezeli,C,6-11,255,"October 21, 1989",ng NG,1,Vanderbilt
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,2,Michigan State
7,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,1,Washington
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,10,Arizona
1,Ognjen Kuzmić,C,7-1,251,"May 16, 1990",ba BA,1,
10,David Lee,PF,6-9,245,"April 29, 1983",us US,9,Florida
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,9,
20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",us US,R,UNC
4,Brandon Rush,SG,6-6,220,"July 7, 1985",us US,6,Kansas
5,Marreese Speights,C,6-10,255,"August 4, 1987",us US,6,Florida
11,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,3,Washington State
