No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Lavoy Allen,C,6-9,260,"February 4, 1989",us US,3,Temple
22,Chris Copeland,SF,6-9,239,"March 17, 1984",us US,2,Colorado
13,Paul George,SF,6-8,220,"May 2, 1990",us US,4,Fresno State
55,Roy Hibbert,C,7-2,270,"December 11, 1986",us US,6,Georgetown
3,George Hill,PG,6-4,188,"May 4, 1986",us US,6,IUPUI
44,Solomon Hill,SF,6-6,226,"March 18, 1991",us US,1,Arizona
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,6,
0,C.J. Miles,SG,6-6,220,"March 18, 1987",us US,9,
12,A.J. Price,PG,6-2,181,"October 7, 1986",us US,5,UConn
9,Damjan Rudež,SF,6-10,228,"June 17, 1986",hr HR,R,
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,7,
15,Donald Sloan,PG,6-3,205,"January 15, 1988",us US,3,Texas A&M
2,Rodney Stuckey,PG,6-5,210,"April 21, 1986",us US,7,Eastern Washington
32,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,7,Tennessee
21,David West,PF,6-9,250,"August 29, 1980",us US,11,Xavier
42,Shayne Whittington,PF,6-11,250,"March 27, 1991",us US,R,Western Michigan
