No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Bismack Biyombo,C,6-8,255,"August 28, 1992",cd CD,3,
30,Troy Daniels,SG,6-4,200,"July 15, 1991",us US,1,VCU
19,P.J. Hairston,SG,6-6,230,"December 24, 1992",us US,R,UNC
9,Gerald Henderson,SG,6-5,215,"December 9, 1987",us US,5,Duke
25,Al Jefferson,C,6-10,289,"January 4, 1985",us US,10,
14,Michael Kidd-Gilchrist,SF,6-6,232,"September 26, 1993",us US,2,Kentucky
54,Jason Maxiell,PF,6-7,260,"February 18, 1983",us US,9,Cincinnati
12,Gary Neal,SG,6-4,210,"October 3, 1984",us US,4,"La Salle, Towson University"
5,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,10,Arkansas
22,Brian Roberts,PG,6-1,173,"December 3, 1985",us US,2,Dayton
1,Lance Stephenson,SG,6-6,230,"September 5, 1990",us US,4,Cincinnati
44,Jeff Taylor,SF,6-7,225,"May 23, 1989",se SE,2,Vanderbilt
11,Noah Vonleh,PF,6-10,257,"August 24, 1995",us US,R,Indiana
15,Kemba Walker,PG,6-0,184,"May 8, 1990",us US,3,UConn
2,Marvin Williams,PF,6-8,237,"June 19, 1986",us US,9,UNC
7,Mo Williams,PG,6-1,198,"December 19, 1982",us US,11,Alabama
40,Cody Zeller,C,6-11,240,"October 5, 1992",us US,1,Indiana
