No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Brandon Bass,PF,6-8,250,"April 30, 1985",us US,9,LSU
0,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,4,Texas
99,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,2,Marquette
70,Gigi Datome,SF,6-8,215,"November 27, 1987",it IT,1,
8,Jeff Green,SF,6-8,235,"August 28, 1986",us US,6,Georgetown
8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se SE,4,
28,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,10,Saint Joseph's
41,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,1,Gonzaga
12,Dwight Powell,PF,6-10,240,"July 20, 1991",ca CA,R,Stanford
26,Phil Pressey,PG,5-11,175,"February 17, 1991",us US,1,Missouri
12,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,12,Kentucky
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,7,Duke
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,8,Kentucky
36,Marcus Smart,PG,6-3,220,"March 6, 1994",us US,R,Oklahoma State
7,Jared Sullinger,PF,6-9,260,"March 4, 1992",us US,2,Ohio State
4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,3,Washington
4,Marcus Thornton,SG,6-4,205,"June 5, 1987",us US,5,LSU
11,Evan Turner,SG,6-6,220,"October 27, 1988",us US,4,Ohio State
45,Gerald Wallace,SF,6-7,215,"July 23, 1982",us US,13,Alabama
12,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,6,UNC
13,James Young,SG,6-6,215,"August 16, 1995",us US,R,Kentucky
44,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,2,UNC
