No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",us US,7,Texas
5,Will Barton,SG,6-5,181,"January 6, 1991",us US,1,Memphis
88,Nicolas Batum,SF,6-8,230,"December 14, 1988",fr FR,5,
18,Victor Claver,SF,6-9,224,"August 30, 1988",es ES,1,
23,Allen Crabbe,SG,6-5,212,"April 9, 1992",us US,R,California
19,Joel Freeland,C,6-10,250,"February 7, 1987",gb GB,1,
11,Meyers Leonard,C,7-0,260,"February 27, 1992",us US,1,Illinois
0,Damian Lillard,PG,6-2,195,"July 15, 1990",us US,1,Weber State
42,Robin Lopez,C,7-1,281,"April 1, 1988",us US,5,Stanford
2,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,4,Marquette
3,CJ McCollum,SG,6-3,190,"September 19, 1991",us US,R,Lehigh
41,Thomas Robinson,PF,6-10,237,"March 17, 1991",us US,1,Kansas
17,Earl Watson,PG,6-1,195,"June 12, 1979",us US,12,UCLA
25,Mo Williams,PG,6-1,198,"December 19, 1982",us US,10,Alabama
1,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,9,
