No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Alan Anderson,SF,6-6,220,"October 16, 1982",us US,4,Michigan State
0,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,8,
98,Jason Collins,C,7-0,255,"December 2, 1978",us US,12,Stanford
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,11,Iowa
2,Kevin Garnett,C,6-11,240,"May 19, 1976",us US,18,
13,Jorge Gutiérrez,PG,6-3,191,"December 27, 1988",mx MX,R,California
7,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,12,Arkansas
47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",ru RU,11,
14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,8,
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,5,Stanford
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,15,Kansas
1,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,R,Duke
20,Tornike Shengelia,SF,6-9,217,"October 5, 1991",ge GE,1,
10,Tyshawn Taylor,PG,6-3,185,"April 12, 1990",us US,1,Kansas
12,Marquis Teague,SG,6-2,189,"February 28, 1993",us US,1,Kentucky
33,Mirza Teletović,SF,6-9,242,"September 18, 1985",ba BA,1,
31,Jason Terry,PG,6-2,185,"September 15, 1977",us US,14,Arizona
10,Marcus Thornton,SG,6-4,205,"June 5, 1987",us US,4,LSU
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,8,Illinois
