No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Chauncey Billups,SG,6-3,202,"September 25, 1976",us US,16,Colorado
12,Will Bynum,PG,6-0,185,"January 4, 1983",us US,6,"Arizona, Georgia Tech"
5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,R,Georgia
13,Gigi Datome,SF,6-8,215,"November 27, 1987",it IT,R,
0,Andre Drummond,C,6-11,279,"August 10, 1993",us US,1,UConn
55,Josh Harrellson,C,6-10,275,"February 12, 1989",us US,2,Kentucky
7,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,4,
33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se SE,3,
9,Tony Mitchell,PF,6-8,235,"April 7, 1992",us US,R,University of North Texas
10,Greg Monroe,PF,6-11,265,"June 4, 1990",us US,3,Georgetown
25,Kyle Singler,SF,6-8,228,"May 4, 1988",us US,1,Duke
34,Peyton Siva,SG,6-0,185,"October 24, 1990",us US,R,Louisville
6,Josh Smith,SF,6-9,225,"December 5, 1985",us US,9,
3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",us US,6,Eastern Washington
31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",us US,8,UConn
