No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,9,UCLA
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,1,Florida
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,3,Clemson
90,Drew Gooden,C,6-10,250,"September 24, 1981",us US,11,Kansas
4,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,6,
7,Al Harrington,PF,6-9,230,"February 17, 1980",us US,15,
42,Nenê,PF,6-11,250,"September 13, 1982",br BR,11,
6,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,4,VCU
24,Andre Miller,SG,6-3,200,"March 19, 1976",us US,14,Utah
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,R,Georgetown
14,Glen Rice Jr.,SG,6-6,206,"January 1, 1991",us US,R,Georgia Tech
13,Kevin Séraphin,C,6-9,285,"December 7, 1989",gf GF,3,
31,Chris Singleton,SF,6-8,230,"November 21, 1989",us US,2,Florida State
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,3,LSU
24,Jan Veselý,PF,6-11,240,"April 24, 1990",cz CZ,2,
2,John Wall,PG,6-3,210,"September 6, 1990",us US,3,Kentucky
9,Martell Webster,SF,6-7,230,"December 4, 1986",us US,8,
