No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,7,UNLV
14,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,5,Texas
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,11,Duke
11,Ronnie Brewer,SF,6-7,220,"March 20, 1985",us US,7,Arkansas
21,Jimmy Butler,SG,6-7,230,"September 14, 1989",us US,2,Marquette
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,9,Duke
34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,11,Duke
32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",us US,2,BYU
22,Taj Gibson,PF,6-9,232,"June 24, 1985",us US,4,USC
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,10,Kansas
8,Mike James,PG,6-2,188,"June 23, 1975",us US,11,Duquesne
15,Cartier Martin,SF,6-7,220,"November 20, 1984",us US,5,Kansas State
48,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,15,Kentucky
31,Erik Murphy,C,6-10,230,"October 26, 1990",fr FR,R,Florida
13,Joakim Noah,C,6-11,230,"February 25, 1985",us US,6,Florida
1,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,4,Memphis
7,Tornike Shengelia,SF,6-9,217,"October 5, 1991",ge GE,1,
20,Tony Snell,SG,6-6,213,"November 10, 1991",us US,R,New Mexico
25,Marquis Teague,SG,6-2,189,"February 28, 1993",us US,1,Kentucky
32,Jarvis Varnado,PF,6-9,230,"March 1, 1988",us US,1,Mississippi State
