No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,R,Pitt
2,Caron Butler,SF,6-7,228,"March 13, 1980",us US,11,UConn
4,Nick Collison,PF,6-10,255,"October 26, 1980",us US,9,Kansas
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,6,Texas
6,Derek Fisher,SG,6-1,200,"August 9, 1974",us US,17,Little Rock
8,Ryan Gomes,SF,6-7,250,"September 1, 1982",us US,7,Providence
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,4,
7,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,9,Texas
15,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,2,Boston College
3,Perry Jones,PF,6-11,235,"September 24, 1991",us US,1,Baylor
11,Jeremy Lamb,SG,6-5,180,"May 30, 1992",us US,1,UConn
5,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,10,
21,Andre Roberson,SG,6-7,210,"December 4, 1991",us US,R,Colorado
25,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,7,
22,Mustafa Shakur,PG,6-3,190,"August 18, 1984",us US,1,Arizona
34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",tz TZ,4,UConn
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,5,UCLA
14,Reggie Williams,SF,6-6,205,"September 14, 1986",us US,4,Virginia Military Institute
